"V1","V2"
"ZBTB46","0.933578"
"PMPCB","0.933083"
"CLCNKB","0.932514"
"TAB3","0.931841"
"EFR3B","0.931046"
"C1ORF52","0.930691"
"CLCN3","0.929877"
"ST8SIA4","0.929635"
"HHLA3","0.929353"
"SLC2A4","0.927575"
"SLC29A3","0.927414"
"LOC100130476","0.927303"
"CKAP5","0.927008"
"LMO7","0.925952"
"PRR15L","0.925391"
"PDXP","0.925377"
"MORN3","0.925141"
"SMC5","0.922534"
"APOA1","0.922291"
"COQ9","0.920449"
"ATP12A","0.920085"
"CKS1B","0.919069"
"ZKSCAN3","0.918369"
"GP2","0.917988"
"SLC4A8","0.917576"
"CCDC155","0.917219"
"DMRTA1","0.917081"
"PHOSPHO2-KLHL23","0.9167"
"PRPF38A","0.916171"
"ZNF586","0.916034"
"PIGC","0.91509"
"ANPEP","0.914917"
"PSMB2","0.914245"
"SORBS3","0.914149"
"GPRC5C","0.91361"
"CYP7B1","0.912786"
"KLK12","0.911144"
"WDR36","0.910766"
"GALNT13","0.910115"
"TCTEX1D1","0.909658"
"BCAT1","0.90903"
"SLC22A8","0.908792"
"SEMA4G","0.908611"
"SDR16C5","0.908593"
"CD2","0.908167"
"GLG1","0.90756"
"PLCB1","0.906677"
"RNF187","0.906546"
"ATG10","0.905846"
"ADD3","0.905531"
"THSD4","0.904971"
"NDNF","0.90368"
"OR1N2","0.90368"
"JAK1","0.903332"
"ANXA13","0.903184"
"UPF3B","0.903012"
"GAB2","0.902881"
"RBMS2","0.902634"
"LYPD8","0.902204"
"ABHD15","0.90138"
"TIGD2","0.899589"
"PVRL1","0.89921"
"RASL10B","0.898054"
"ZC3H12D","0.897836"
"LOC158402","0.897551"
"XYLB","0.897532"
"PRODH","0.897179"
"CNOT7","0.8971"
"C1ORF112","0.896926"
"CCNL1","0.896474"
"RPL14","0.896154"
"UBE2U","0.896137"
"HNF1B","0.895463"
"RHD","0.893482"
"GCH1","0.892854"
"ABHD2","0.892505"
"FLT1","0.892355"
"CAMKK1","0.892026"
"BUB3","0.891998"
"UNC13A","0.891911"
"SIGLEC8","0.89167"
"KLRF1","0.89094"
"ZNF311","0.890398"
"C1ORF168","0.890355"
"NAB2","0.889647"
"GUCY1A3","0.889369"
"HCN1","0.889235"
"GLCCI1","0.888949"
"PPM1B","0.88699"
"IFT172","0.886675"
"TMSB15A","0.885947"
"HECTD1","0.885511"
"PHLDA1","0.885486"
"HBB","0.884932"
"LEUTX","0.884871"
"CNGA3","0.884573"
"PMEL","0.884212"
"PLEK","0.883219"
"CLDN8","0.882942"
"WAC","0.882151"
"FUT8-AS1","0.881496"
"SYNGAP1","0.881407"
"ESPL1","0.881192"
"GIMAP6","0.880069"
"GLT8D2","0.879364"
"RALGPS1","0.879328"
"ZCRB1","0.879258"
"TMEM249","0.879186"
"POT1","0.878028"
"GFI1","0.877672"
"SLCO3A1","0.876507"
"ACSL6","0.876326"
"CXCL12","0.876008"
"SNHG12","0.875565"
"MLPH","0.875212"
"PRG2","0.873143"
"NAG20","0.872355"
"TYW5","0.871174"
"LOC100507022","0.870353"
"MIB1","0.870092"
"TTC27","0.870026"
"SPTBN4","0.869672"
"PGR","0.869089"
"IQSEC1","0.868777"
"CAPN7","0.868776"
"FAM3D","0.868628"
"CORO2B","0.868364"
"LOC100128035","0.867108"
"LINC00670","0.866633"
"METTL7A","0.8659"
"DKFZP779M0652","0.865431"
"CD44","0.864778"
"POU4F3","0.864497"
"MRVI1-AS1","0.864056"
"LOC100996455","0.86365"
"BATF2","0.863481"
"KIAA0930","0.862864"
"GLB1","0.862851"
"SPOCK2","0.862593"
"GJA10","0.862559"
"TMEM38A","0.861149"
"DLEC1","0.86043"
"ANKRD45","0.859863"
"CHRNA3","0.859809"
"SNF8","0.859683"
"NRP2","0.859563"
"PIH1D2","0.859392"
"USP9X","0.859037"
"MEAF6","0.858873"
"KIF3B","0.858508"
"NKAIN2","0.85801"
"KLF3","0.857739"
"CYBB","0.857012"
"IL24","0.856825"
"MGC50722","0.856458"
"IL5","0.856186"
"KIAA0391","0.855707"
"SOX5","0.855428"
"ARL15","0.855409"
"CPNE1","0.85413"
"MYO3B","0.85366"
"GJB5","0.853448"
"AGBL5","0.853335"
"CAPS","0.853265"
"UAP1L1","0.853197"
"CTSB","0.853196"
"PTPN22","0.851962"
"LIPF","0.851537"
"PLA2R1","0.851411"
"TMEM231","0.850547"
"ZSCAN4","0.850101"
"ZXDA","0.850006"
"FCHO1","0.849838"
"CHN1","0.849451"
"PROX1","0.84918"
"BEND2","0.848469"
"FUCA2","0.848284"
"ABHD8","0.847337"
"COPA","0.846888"
"BOLA3-AS1","0.8468"
"FAM222A-AS1","0.846608"
"VPS53","0.845563"
"B4GALT1","0.845526"
"CHRM2","0.84542"
"ZNF697","0.844975"
"ECT2","0.844724"
"IMPACT","0.844303"
"ARMC4","0.843663"
"APOB","0.843654"
"KIF13A","0.843247"
"GRAMD1A","0.842862"
"FOXP2","0.842823"
"TAT","0.842508"
"DPYSL2","0.842499"
"SRPK2","0.842359"
"FGF5","0.841646"
"DPP4","0.841405"
"AHCYL2","0.840528"
"IDI2","0.840431"
"DEFB106B","0.840404"
"IDH2","0.840234"
"COL1A2","0.840216"
"ARG1","0.839809"
"MEOX2","0.839263"
"EIF2B5","0.839226"
"SLC16A13","0.839109"
"NOS1AP","0.838979"
"GRK4","0.838866"
"CLMN","0.838712"
"RIC3","0.83848"
"C11ORF58","0.837781"
"FAM134A","0.837486"
"DCUN1D2","0.837104"
"CWC25","0.836991"
"PPP2R5E","0.836926"
"ARL6","0.836905"
"TMEM230","0.836689"
"PROC","0.836545"
"C2CD3","0.836431"
"EGR4","0.836335"
"TNS1","0.836302"
"TMEM183B","0.836095"
"B4GALNT3","0.836066"
"RQCD1","0.835379"
"PALM2","0.83528"
"SUSD2","0.835085"
"MRPS27","0.835038"
"NAT1","0.834658"
"POC1A","0.834463"
"COL12A1","0.8342"
"MYOC","0.834165"
"DSTN","0.834087"
"SCN2B","0.834002"
"FLJ13744","0.833392"
"ATG3","0.833186"
"NDRG3","0.832793"
"LINC00305","0.832451"
"CYSLTR2","0.832341"
"RGP1","0.831406"
"GABRG3","0.831069"
"ZMAT3","0.830263"
"ANK3","0.829833"
"SLC24A1","0.829745"
"FBXO16","0.82922"
"CXCR6","0.82882"
"CYP2U1","0.828723"
"ZBBX","0.828687"
"GRAMD2","0.827898"
"PLEKHA7","0.827621"
"DRAP1","0.827282"
"CHAD","0.827046"
"ZFP36L2","0.826611"
"DNAJC6","0.826173"
"SPPL2A","0.826108"
"SMARCC2","0.825697"
"ATP8B2","0.825232"
"CLCNKA","0.825018"
"NCOA2","0.824683"
"EPG5","0.824593"
"OPRK1","0.824195"
"ARHGAP24","0.824104"
"ARHGAP18","0.82391"
"STPG2","0.823729"
"DKFZP547J222","0.822337"
"MFSD7","0.822115"
"SERBP1","0.821809"
"HUNK","0.821744"
"ZNF623","0.821621"
"KRTAP13-3","0.821462"
"AQP3","0.821393"
"MAPK1IP1L","0.820658"
"ZNF33A","0.820612"
"PDX1","0.820209"
"GALNT12","0.81965"
"LOC100287704","0.819133"
"DEFB103B","0.819024"
"GCNT1","0.818284"
"RIOK3","0.818253"
"NRD1","0.817597"
"CLCN1","0.817129"
"GLRX","0.817021"
"RALGDS","0.815605"
"PFN1","0.815345"
"ELL2","0.815057"
"IL6R","0.815057"
"KCNK13","0.815044"
"GUCA1C","0.814894"
"GPR125","0.814393"
"ADPRHL1","0.814048"
"GNB4","0.813726"
"ARIH1","0.812786"
"GAL3ST1","0.812721"
"PRDM1","0.812515"
"CCND2","0.809793"
"PRRC2C","0.809618"
"GCFC2","0.809347"
"WIPF3","0.80906"
"CXORF40B","0.808852"
"ARRB1","0.808677"
"N4BP3","0.807622"
"EIF3L","0.807387"
"LINC00658","0.806065"
"KIAA1191","0.805796"
"SLAMF6","0.805218"
"FAM115C","0.805157"
"CCDC70","0.805052"
"TMEM182","0.804819"
"CDC14B","0.803814"
"GOLPH3L","0.803657"
"SDC1","0.802213"
"GATA4","0.802094"
"TRIM41","0.802069"
"ATG9B","0.801661"
"RASAL2","0.801191"
"PARD3B","0.800649"
"RCL1","0.800617"
"IQCC","0.80031"
"VDR","0.799858"
"DENND2A","0.79967"
"CYYR1","0.799373"
"CAMSAP1","0.79871"
"STARD8","0.79855"
"UVRAG","0.798422"
"SLC37A2","0.798006"
"TTC30A","0.795751"
"ERI3","0.795129"
"WDR90","0.79484"
"OR4N4","0.794349"
"C3ORF18","0.794151"
"MYO9B","0.792984"
"BICD2","0.792892"
"STK31","0.792824"
"DAGLA","0.792742"
"HHIPL2","0.792305"
"PDGFC","0.791966"
"CLIC1","0.790968"
"COL21A1","0.790685"
"SFXN5","0.790625"
"RALGAPB","0.790528"
"HABP2","0.790408"
"ZNF84","0.78899"
"SLC6A6","0.788472"
"CWF19L2","0.788404"
"RB1CC1","0.788401"
"MBNL2","0.788132"
"TMOD1","0.786894"
"FOXN4","0.786218"
"ERRFI1","0.785365"
"UPK1B","0.784523"
"P4HA2","0.784362"
"BIVM","0.784066"
"CXORF38","0.784056"
"NIPAL3","0.783996"
"ADAMTS16","0.783965"
"VN1R3","0.78298"
"EDN2","0.782939"
"DUS3L","0.782935"
"SFRP4","0.782804"
"FMN2","0.781293"
"OSBPL6","0.781273"
"SHF","0.781092"
"INTS4","0.780793"
"MS4A7","0.780567"
"KLRAP1","0.780453"
"DBH","0.780129"
"GPX6","0.779918"
"PINK1","0.779483"
"GPR101","0.778716"
"NPEPL1","0.777835"
"KIAA1244","0.777629"
"CHD5","0.777469"
"CHST7","0.777238"
"KRTAP1-5","0.777029"
"OPA1","0.77694"
"EPOR","0.776819"
"ARAP3","0.776281"
"MAGI1","0.77553"
"ALDH2","0.77553"
"TET1","0.77545"
"GRHL3","0.775247"
"LOC286149","0.774637"
"HEXA","0.77441"
"PSMD1","0.773454"
"TFF3","0.772456"
"CD82","0.772364"
"AVPR1A","0.772265"
"GRM3","0.771719"
"RPS6KC1","0.771579"
"NAA15","0.77152"
"LOC401052","0.771403"
"CACNA2D4","0.771157"
"CCRL2","0.771011"
"TRIM62","0.770945"
"IL1RL1","0.770871"
"NAGS","0.770827"
"MSX2","0.77018"
"SLC22A31","0.769481"
"PGK2","0.769472"
"CARNS1","0.769221"
"TP73","0.768885"
"VSTM4","0.768798"
"RAP1GAP","0.768591"
"SCAMPER","0.768046"
"HTR2A","0.767974"
"CCDC93","0.767578"
"DNAJA3","0.767368"
"FZR1","0.767252"
"CCDC90B","0.767139"
"TMSB4Y","0.767103"
"NDUFA4L2","0.76633"
"ANXA9","0.765561"
"RBBP9","0.765422"
"TMEM63B","0.765291"
"LSAMP","0.764959"
"PRSS35","0.764473"
"RHAG","0.764196"
"C20ORF24","0.764125"
"WDR45","0.763865"
"RBM18","0.763513"
"TLCD1","0.763228"
"ZYG11B","0.762745"
"DIO1","0.762352"
"KIAA2018","0.762012"
"PSPH","0.761676"
"PPP2R2C","0.761554"
"ACOT2","0.761495"
"LOC650293","0.761409"
"LOC100128164","0.761141"
"PNO1","0.761011"
"ALLC","0.76085"
"CATSPER4","0.760816"
"SLC2A2","0.760735"
"BOLL","0.760652"
"CRTAP","0.760522"
"KLHL35","0.760215"
"TRPM1","0.760131"
"MAPK8IP1","0.759711"
"C20ORF194","0.759385"
"FAM134B","0.758878"
"HECTD4","0.758877"
"CELA1","0.758784"
"PHPT1","0.758519"
"CDC20B","0.758518"
"BCL6B","0.758298"
"GMCL1","0.758073"
"RAB30","0.75743"
"CDK5","0.756414"
"NDUFB9","0.755865"
"TMEM35","0.755647"
"ADCK3","0.755634"
"TCTN1","0.755606"
"TMEM106B","0.755427"
"ANKRD13B","0.754941"
"C11ORF45","0.754542"
"RBM38","0.753718"
"KIAA0513","0.753679"
"LSP1","0.753136"
"LDLRAD1","0.752752"
"ATXN3","0.752301"
"GADD45A","0.752016"
"COMMD10","0.752016"
"SPRYD4","0.751627"
"ARPP19","0.751038"
"NDRG4","0.750174"
"ZFR","0.750081"
"JAKMIP2","0.749494"
"IRAK3","0.749309"
"CDYL","0.748989"
"LOC653160","0.748912"
"FSTL1","0.748651"
"ACE","0.748056"
"GDF9","0.747894"
"PTHLH","0.747351"
"LOC100130156","0.746222"
"NYNRIN","0.745708"
"SPO11","0.745217"
"CEP128","0.74476"
"ZNF560","0.744695"
"BTBD2","0.744324"
"HAUS2","0.744222"
"GK","0.743936"
"USHBP1","0.743197"
"ARFIP1","0.743065"
"LOC100505784","0.742934"
"UGT2B7","0.74275"
"GBP5","0.742573"
"ADH1A","0.742353"
"SPACA5","0.742286"
"TMEM204","0.74224"
"F2","0.742027"
"ACSS1","0.741876"
"HDC","0.741749"
"PAMR1","0.741327"
"CBX7","0.741142"
"LY75","0.740934"
"ADAMTS6","0.740773"
"C21ORF128","0.740701"
"C15ORF43","0.740503"
"MUC5AC","0.740311"
"RFX6","0.74006"
"CST1","0.739668"
"CSF3R","0.73946"
"FLJ38773","0.739342"
"ITPK1","0.739244"
"FAM19A2","0.737887"
"TAOK3","0.737885"
"CMAHP","0.736583"
"SOCS6","0.736523"
"PPAPDC3","0.736235"
"CNNM2","0.736182"
"SSR1","0.736068"
"POM121L8P","0.735738"
"NUP210","0.734856"
"LAMP2","0.734703"
"PPA1","0.734682"
"KAT7","0.734608"
"FAM150B","0.734277"
"PCLO","0.734177"
"CLEC4F","0.734001"
"ZNF181","0.733976"
"TNS4","0.733952"
"YIF1B","0.733889"
"RERE","0.733687"
"SKIDA1","0.733607"
"CMA1","0.732499"
"GNL2","0.731778"
"AQP12A","0.731712"
"KLRG2","0.731432"
"TMEM81","0.731106"
"DACT3","0.731103"
"FAM92A1","0.730972"
"GTSE1","0.730562"
"ZNF276","0.730178"
"RNF19B","0.729059"
"PNRC1","0.728546"
"SPATA2","0.727963"
"ATP9B","0.727672"
"PRRX2","0.727572"
"KCNJ12","0.727308"
"RAB40AL","0.726306"
"PRICKLE2","0.725991"
"C1QTNF9","0.725893"
"TACC2","0.725203"
"SLC6A2","0.72503"
"ERVK13-1","0.724984"
"LOC728392","0.724982"
"SV2B","0.724943"
"DENND4A","0.724847"
"CDC25B","0.724419"
"CDC34","0.724228"
"C1QTNF3","0.723245"
"IKZF2","0.723229"
"PTCHD2","0.722996"
"DNAJB7","0.722959"
"POLR3D","0.722563"
"MPP6","0.722437"
"AQP7P1","0.722374"
"WNT2B","0.721616"
"AIFM1","0.721091"
"KLF9","0.72085"
"FAM20B","0.72043"
"KDM8","0.720224"
"HUS1B","0.720189"
"SIAE","0.719645"
"GYG2","0.71938"
"GTPBP2","0.71914"
"GPRIN3","0.718498"
"ABCA17P","0.717602"
"KIF3C","0.717187"
"EFCAB1","0.716752"
"OR4C1P","0.716668"
"SELENBP1","0.716617"
"FGF12","0.716548"
"DAP3","0.716311"
"SHE","0.715937"
"PPARA","0.715709"
"LRRC17","0.715689"
"LOC642852","0.715527"
"TCP11L2","0.715252"
"PDE3A","0.714324"
"VPS37D","0.713538"
"SPAG11B","0.712934"
"RBMXL3","0.712887"
"ABCA2","0.712847"
"FGFR2","0.712797"
"TEX13A","0.712258"
"XBP1","0.712197"
"KLC1","0.712101"
"MMACHC","0.712064"
"PPM1A","0.711926"
"PDCD6IP","0.711816"
"C14ORF37","0.710885"
"OSBPL9","0.710459"
"FAM86FP","0.709794"
"GDF10","0.709765"
"GPR143","0.709445"
"SIK2","0.709413"
"LOC100132319","0.709125"
"TDO2","0.70909"
"FAM150A","0.707913"
"PXDN","0.707883"
"JAM2","0.707748"
"CBR4","0.707589"
"GPR110","0.707416"
"STMN1","0.707101"
"USP21","0.706829"
"KAZN","0.706823"
"DNMT3A","0.706422"
"NPAT","0.706307"
"TBC1D13","0.706261"
"CYP2C8","0.705267"
"TMEM61","0.705037"
"AP1S3","0.704534"
"PURA","0.70439"
"TTC8","0.704285"
"WDR64","0.703945"
"ZNF16","0.703862"
"BFSP1","0.703777"
"UNC80","0.703403"
"DNAAF3","0.703306"
"C8ORF34","0.702787"
"CMSS1","0.701018"
"DLK2","0.70099"
"PPP1R15B","0.700205"
"TIMP4","0.699988"
"LINC00659","0.699175"
"CYP39A1","0.69909"
"OGFOD2","0.69881"
"POLR1E","0.698766"
"NAV1","0.698425"
"ABI3BP","0.697995"
"RDX","0.697918"
"RPS25","0.697537"
"DCDC2","0.697334"
"THRA","0.697255"
"TTYH2","0.697177"
"VEGFC","0.697166"
"CXORF23","0.697146"
"PSME4","0.697126"
"MTMR7","0.69697"
"TAPT1","0.6962"
"SRSF12","0.696174"
"ENDOU","0.696007"
"PICALM","0.695958"
"HES1","0.695889"
"UBXN10","0.695738"
"CIT","0.695549"
"CDS1","0.694122"
"ZIM3","0.693896"
"DEPDC5","0.693544"
"NUDT4","0.693184"
"FAM13A","0.692652"
"STK10","0.692544"
"GJB2","0.692165"
"PRKRIR","0.692037"
"FAM102A","0.691961"
"EXOC4","0.691393"
"KITLG","0.691261"
"NKX2-2","0.691172"
"PTGFR","0.691031"
"PPBP","0.690825"
"BAP1","0.690505"
"SLC2A13","0.690345"
"KIAA1109","0.690186"
"RXRA","0.689944"
"CAD","0.689769"
"ANAPC1","0.689577"
"DSCR8","0.689435"
"ALG10B","0.689226"
"UFSP2","0.689078"
"KIF2C","0.68851"
"TLR6","0.688281"
"GSC","0.688179"
"MAGOHB","0.688058"
"HMOX2","0.688035"
"KIF16B","0.687822"
"BEX5","0.687735"
"FAM110B","0.687639"
"HSD17B2","0.687613"
"CD97","0.687089"
"PPP2R5B","0.686569"
"LRP10","0.686551"
"ADNP2","0.686415"
"NAT10","0.686231"
"GPCPD1","0.686102"
"ASTE1","0.685377"
"RPF1","0.685011"
"MRM1","0.685002"
"PPP6C","0.684855"
"BDKRB1","0.684458"
"DCX","0.684232"
"EYS","0.68421"
"AGXT2","0.683685"
"APOBR","0.683456"
"CSF1R","0.682823"
"DAPK1","0.68257"
"PTCH1","0.682411"
"MAN1A2","0.682192"
"VTCN1","0.681947"
"KIDINS220","0.681788"
"ASB7","0.681768"
"CSDE1","0.681727"
"LINC00301","0.681428"
"RHOB","0.681194"
"AGFG2","0.681073"
"DHCR24","0.680388"
"ABTB1","0.680312"
"CD300LF","0.679885"
"SYNCRIP","0.679695"
"CIC","0.67963"
"KIAA1324L","0.679435"
"GRIK2","0.67918"
"STAG3L2","0.678914"
"ZC3H10","0.678667"
"R3HCC1","0.678294"
"VSTM2L","0.67812"
"RRN3P1","0.678069"
"RCCD1","0.678029"
"BNC2","0.678027"
"NAA25","0.677724"
"C1ORF74","0.677283"
"GDNF","0.677231"
"HOXA11-AS","0.677123"
"CHST6","0.677119"
"SHMT1","0.676997"
"DNAH1","0.676634"
"CEP135","0.676633"
"PAX6","0.675963"
"AOC2","0.675915"
"SYTL4","0.67552"
"F2RL1","0.675361"
"TTLL1","0.674592"
"MICALL1","0.67435"
"MAP7D2","0.673822"
"PMS1","0.673528"
"HMX1","0.673405"
"PTPRC","0.673288"
"RPS6P6","0.672255"
"C17ORF99","0.671909"
"HIPK1","0.671732"
"SCN1A","0.670756"
"DBX2","0.670428"
"C1ORF228","0.67036"
"FAM46B","0.670193"
"KLK5","0.670158"
"TMEM117","0.670028"
"PPP1R1A","0.669995"
"EPS15","0.669796"
"TLR7","0.669031"
"TPCN2","0.668716"
"MYT1","0.6687"
"RPS2P32","0.668667"
"NCLN","0.668306"
"RPLP0P2","0.668073"
"MRPL33","0.667777"
"TMEM225","0.667657"
"ADAM11","0.667522"
"FBXW4P1","0.666971"
"C7ORF60","0.666765"
"SMAD6","0.666733"
"DCAF6","0.66648"
"LYPD3","0.666409"
"GPR98","0.666114"
"EPB41L4A","0.665918"
"HNRNPH1","0.665861"
"CHCHD7","0.66579"
"KIAA1715","0.665421"
"RBM19","0.664813"
"FKBP1B","0.66457"
"LINC00319","0.664026"
"OR1C1","0.663937"
"QRSL1","0.66387"
"ZNF445","0.663825"
"TFF1","0.663182"
"HTRA2","0.662858"
"ADAMTS17","0.662785"
"ZDHHC9","0.662711"
"SLC25A48","0.662636"
"SLC34A2","0.662634"
"MPP7","0.662605"
"RAB37","0.662354"
"ZSCAN12","0.662233"
"ZNF469","0.661975"
"CEP72","0.661774"
"ZNF702P","0.660537"
"SYN2","0.660158"
"SLC25A27","0.659797"
"USP39","0.659758"
"TSNAXIP1","0.659735"
"RHPN2","0.659724"
"RAB40B","0.658838"
"CNOT4","0.65787"
"CISH","0.65777"
"GSN-AS1","0.657624"
"BICD1","0.657524"
"NDUFC1","0.656954"
"BPIFB3","0.656768"
"TMC3","0.656688"
"ZNF701","0.656602"
"CLEC12B","0.656533"
"LINC00598","0.655712"
"ANKRD44","0.655356"
"MDH1","0.655324"
"TRMT12","0.654987"
"CST9","0.654946"
"TRERF1","0.654888"
"GIGYF1","0.654737"
"PRC1","0.654691"
"HOGA1","0.654578"
"SLCO1B1","0.65438"
"BCL11A","0.654192"
"CLEC1A","0.653982"
"REN","0.653895"
"TRIM44","0.653549"
"BMP2","0.653408"
"CAMK2G","0.653259"
"S100G","0.652958"
"STK19","0.652945"
"EPRS","0.652908"
"UGT2B4","0.6529"
"PAQR4","0.652353"
"SDR39U1","0.652079"
"FCGBP","0.652034"
"TMEM8A","0.65185"
"SYT16","0.651663"
"CPS1","0.651484"
"GATS","0.651138"
"ZCCHC5","0.651074"
"ZBTB45","0.651061"
"BMPR1B","0.650878"
"SLCO2B1","0.650824"
"H2AFZ","0.650782"
"WBSCR17","0.650641"
"BIRC5","0.650544"
"MPC2","0.650286"
"CHRDL2","0.650266"
"PKDREJ","0.65"
"SLC38A3","0.649931"
"SLX4","0.649926"
"HYAL1","0.649872"
"ADCY1","0.649869"
"MYH11","0.649584"
"AQP1","0.649581"
"DCTN2","0.649377"
"RHBDL2","0.649307"
"CDR2","0.649298"
"ALDH6A1","0.648404"
"TTLL11","0.64835"
"MYCT1","0.647726"
"MIXL1","0.647661"
"IKBKE","0.647449"
"FOLR3","0.647393"
"GRIN3B","0.647301"
"PPP2R5A","0.647141"
"HBG1","0.647091"
"ERAL1","0.646901"
"ALDOB","0.646837"
"MAST1","0.64629"
"NTN1","0.645892"
"CBFA2T2","0.645811"
"ZNF671","0.645756"
"TMTC1","0.645595"
"DPY19L2P3","0.645549"
"LOC153546","0.64529"
"TNRC6B","0.645214"
"CAPN10","0.645085"
"FBF1","0.644998"
"NPSR1","0.644819"
"HSD17B3","0.644708"
"ACAD8","0.644641"
"GPR25","0.644472"
"CLPP","0.643508"
"ATG2B","0.643465"
"ZSWIM2","0.643305"
"VWF","0.643182"
"EPAS1","0.643052"
"MRPS10","0.643041"
"S1PR5","0.642711"
"DNAJC8","0.642489"
"NUP43","0.642449"
"SERPINB4","0.64243"
"LINC00087","0.642414"
"CT47B1","0.642385"
"KCTD20","0.642273"
"RPS2","0.641747"
"CLPX","0.641425"
"ARHGEF39","0.641296"
"TMEM37","0.641122"
"FOXD2","0.641072"
"ANKS6","0.640898"
"VGLL2","0.640875"
"SLC12A7","0.640824"
"PDGFD","0.640651"
"RNF19A","0.640623"
"ATP9A","0.640491"
"SUSD4","0.639265"
"INPP4B","0.638241"
"LYSMD4","0.63824"
"RNF175","0.638192"
"KIR2DS4","0.637673"
"ZNF490","0.637316"
"C9ORF47","0.637205"
"C1ORF21","0.637099"
"TSSK3","0.63678"
"FAM118A","0.636722"
"TMEM123","0.636657"
"SYT12","0.6366"
"C10ORF128","0.636591"
"HSPA4","0.6365"
"CA7","0.636016"
"HIST1H4A","0.635819"
"PPIP5K1","0.63573"
"LEF1","0.635729"
"IGSF3","0.635491"
"ST3GAL5","0.635109"
"HES2","0.634314"
"GPR137C","0.634271"
"MMP1","0.6341"
"RRAD","0.633852"
"DPH3","0.633787"
"TFB2M","0.633756"
"BBS9","0.633622"
"ZNF561","0.63358"
"WBP11","0.632912"
"ZNF41","0.632468"
"C2CD2","0.632403"
"PCSK1","0.632403"
"SPATA19","0.632144"
"EIF2B2","0.632051"
"FAM46C","0.631221"
"RAP1GAP2","0.630397"
"KCNIP2","0.630221"
"IMPG2","0.629583"
"LOX","0.629351"
"C17ORF59","0.629331"
"CALY","0.629305"
"LOC100131508","0.629286"
"TECTB","0.62917"
"NOTCH3","0.629125"
"EDA","0.629096"
"DDX39B","0.629094"
"PDE7B","0.62908"
"CEP152","0.628947"
"POU1F1","0.628693"
"YIPF3","0.628666"
"SIRPD","0.628195"
"CXCL17","0.628188"
"MCM2","0.628158"
"KATNAL1","0.627862"
"OSR2","0.627189"
"CLCF1","0.627179"
"ZNF645","0.627151"
"MBD4","0.626987"
"KCNK17","0.626859"
"LRIT2","0.626381"
"ST13","0.626353"
"B3GALT1","0.626185"
"ATP13A5","0.625961"
"LRRC48","0.625696"
"IMPG1","0.625416"
"ARSD","0.625346"
"APLP2","0.625212"
"IL1R1","0.625063"
"BLCAP","0.624331"
"CD276","0.624205"
"LOC100505570","0.624025"
"CHST3","0.623519"
"GID8","0.623445"
"DPCR1","0.623408"
"CYB5D2","0.623358"
"PLXND1","0.623316"
"FAM189A2","0.623076"
"VDAC1","0.622995"
"GRB2","0.622964"
"RFPL4B","0.622935"
"DNAH7","0.622927"
"RIMS2","0.622837"
"ARHGEF17","0.622706"
"LOC100507419","0.622471"
"DCSTAMP","0.622396"
"LINC00615","0.622125"
"PCDH20","0.621924"
"HEY2","0.621742"
"HIBCH","0.621575"
"PIK3C2B","0.62156"
"SLC25A3","0.621499"
"UBE2N","0.621329"
"GCNT2","0.621148"
"A1CF","0.620095"
"TMEM56","0.619535"
"CTSW","0.619381"
"CSH2","0.619211"
"LOC100505851","0.619186"
"ASCL2","0.619116"
"WDR11-AS1","0.619083"
"KCTD19","0.619046"
"TBC1D9B","0.619045"
"ARHGAP6","0.618315"
"OPHN1","0.618093"
"FMN1","0.617751"
"PSMC1","0.617614"
"CREB3","0.617141"
"KCNA1","0.617027"
"TTF1","0.616868"
"WNK3","0.616705"
"VTI1A","0.616682"
"DIS3L","0.616672"
"POLR2F","0.615732"
"HIPK2","0.615661"
"LMAN2L","0.615623"
"COL25A1","0.615374"
"PPP3R2","0.614992"
"IL36G","0.614709"
"COPB1","0.614565"
"DNAJC17","0.614518"
"LETM2","0.614336"
"ENG","0.614272"
"BHMT","0.614007"
"NXPH2","0.613981"
"USP3","0.613764"
"EHHADH","0.613587"
"SMARCA4","0.613558"
"HARBI1","0.613534"
"ISX","0.613403"
"CALCR","0.613197"
"WT1-AS","0.612908"
"OXSR1","0.61281"
"BRF1","0.612746"
"LIPH","0.61267"
"USP16","0.612599"
"BAZ2A","0.612444"
"SLC30A7","0.612317"
"GJD4","0.612065"
"RFFL","0.612005"
"PLXNA1","0.61199"
"CADPS2","0.611104"
"RANGAP1","0.610998"
"FAM3B","0.610879"
"GHR","0.610768"
"WDR38","0.610451"
"MUM1","0.61041"
"SPPL2C","0.610229"
"LRRK2","0.610089"
"HLA-DQA1","0.609792"
"NR2C1","0.609712"
"SYNE2","0.609484"
"C17ORF53","0.609111"
"BTBD7","0.608938"
"P4HTM","0.608311"
"LRIG1","0.608041"
"SEC62","0.607937"
"EFHD1","0.607893"
"SLC25A26","0.607816"
"NLRP4","0.607676"
"DOPEY1","0.607528"
"COLEC10","0.607499"
"FILIP1L","0.607332"
"CALHM3","0.607245"
"MITF","0.607072"
"PCDHGA8","0.607034"
"WIF1","0.606952"
"TARBP1","0.60672"
"PHF3","0.606679"
"LRCH3","0.606519"
"MARCH6","0.606231"
"SMIM2","0.606053"
"PDCD4","0.605647"
"F8A1","0.60554"
"EVPLL","0.605266"
"TBX21","0.605117"
"SH3TC2","0.604951"
"CCT6B","0.604912"
"PPIF","0.604713"
"RGPD2","0.604667"
