"entrezgene_id","hgnc_id","uniprot_id","gene_name","description","type"
"e:147929","h:26726","Q8N9K5","ZNF565","zinc finger protein 565","gene with protein product"
"e:1191","h:2095","","CLU","clusterin","gene with protein product"
"e:1742","h:2903","B7Z647,P78352","DLG4","discs large MAGUK scaffold protein 4","gene with protein product"
"e:55680","h:19761","Q5TC51,Q8WXA3,B4DFR0,Q5GIA6","RUFY2","RUN and FYVE domain containing 2","gene with protein product"
"e:10277","h:12500","A8K8S9,O95155","UBE4B","ubiquitination factor E4B","gene with protein product"
"e:115704","h:30464","Q96CN4","EVI5L","ecotropic viral integration site 5 like","gene with protein product"
"e:100616122","h:41583","","MIR4523","microRNA 4523","RNA, micro"
"e:64224","h:21915","Q9BSE4","HERPUD2","HERPUD family member 2","gene with protein product"
"e:10391","h:2256","Q9UQ03","CORO2B","coronin 2B","gene with protein product"
"e:145407","h:19846","Q86TY3","C14orf37","chromosome 14 open reading frame 37","gene with protein product"
"e:55068","h:25474","","ENOX1","ecto-NOX disulfide-thiol exchanger 1","gene with protein product"
"e:2868","h:4543","","GRK4","G protein-coupled receptor kinase 4","gene with protein product"
"e:373","h:660","D6RD22","TRIM23","tripartite motif containing 23","gene with protein product"
"e:10612","h:10064","E9PMK8","TRIM3","tripartite motif containing 3","gene with protein product"
"e:84466","h:29634","Q96KG7","MEGF10","multiple EGF like domains 10","gene with protein product"
"e:3320","h:5253","P07900,Q14568","HSP90AA1","heat shock protein 90 alpha family class A member 1","gene with protein product"
"e:85456","h:19081","E9PKK0","TNKS1BP1","tankyrase 1 binding protein 1","gene with protein product"
"e:122773","h:19836","Q8N7A1,G3V5V5,G3V4I4,G3V2D3,G3V3T1","KLHDC1","kelch domain containing 1","gene with protein product"
"e:56899","h:24600","F8VVQ4,Q7Z6G8","ANKS1B","ankyrin repeat and sterile alpha motif domain containing 1B","gene with protein product"
"e:9053","h:6869","B7Z290","MAP7","microtubule associated protein 7","gene with protein product"
"e:285527","h:29127","O94915,F2Z2S2,F5GX82,B3KXG5,Q6ZR29","FRYL","FRY like transcription coactivator","gene with protein product"
"e:22864","h:29167","Q9Y2K5,B5MCU0","R3HDM2","R3H domain containing 2","gene with protein product"
"e:2066","h:3432","Q15303","ERBB4","erb-b2 receptor tyrosine kinase 4","gene with protein product"
"e:31","h:84","F8W6G0,Q13085,Q7Z5W8,B2ZZ90","ACACA","acetyl-CoA carboxylase alpha","gene with protein product"
"","h:40471","","PRKAR2A-AS1","PRKAR2A antisense RNA 1","RNA, long non-coding"
"e:26137","h:13503","Q9HC78","ZBTB20","zinc finger and BTB domain containing 20","gene with protein product"
"e:11183","h:6867","Q9Y4K4","MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5","gene with protein product"
"e:340252","h:26897","","ZNF680","zinc finger protein 680","gene with protein product"
"e:23291","h:13607","Q9UKB1,E5RG78","FBXW11","F-box and WD repeat domain containing 11","gene with protein product"
"e:9941","h:3347","Q9Y2C4,F8WE28,F2Z2D3,F8WC11,F8WE38","EXOG","exo/endonuclease G","gene with protein product"
"e:57185","h:25233","A6NN97,Q6P499","NIPAL3","NIPA like domain containing 3","gene with protein product"
"e:83744","h:23385","B1AL89","ZNF484","zinc finger protein 484","gene with protein product"
"e:730094","h:27087","","C16orf52","chromosome 16 open reading frame 52","gene with protein product"
"e:5813","h:9701","","PURA","purine rich element binding protein A","gene with protein product"
"e:90594","h:20873","","ZNF439","zinc finger protein 439","gene with protein product"
"e:283450","h:26611","Q9Y4D8,F8VWT9,F8VU57","HECTD4","HECT domain E3 ubiquitin protein ligase 4","gene with protein product"
"e:8099","h:14002","F5GYA4","CDK2AP1","cyclin dependent kinase 2 associated protein 1","gene with protein product"
"e:27314","h:9770","E9PI18,E9PRF7,E9PQ07,A8K5R1,Q15771","RAB30","RAB30, member RAS oncogene family","gene with protein product"
"e:201158,e:100533496,e:284040","h:30453,h:42961,h:14383","Q96ET8","TVP23C","trans-golgi network vesicle protein 23 homolog C","gene with protein product"
"","h:37190","","FTX","FTX transcript, XIST regulator (non-protein coding)","RNA, long non-coding"
"e:27241","h:30000","Q3SYG4,E7EX43,E9PDC9,F8W906,E7ERT5,F8WCG5","BBS9","Bardet-Biedl syndrome 9","gene with protein product"
"e:26231","h:13605","Q8WV35,C9K0K3,B4DNW2","LRRC29","leucine rich repeat containing 29","gene with protein product"
"e:3299","h:5227","Q9ULV5","HSF4","heat shock transcription factor 4","gene with protein product"
"e:169981","h:27272","Q5JUX0","SPIN3","spindlin family member 3","gene with protein product"
"e:29057,e:727866","h:30114,h:31962","E2QRI4,Q8NDB6","FAM156A","family with sequence similarity 156 member A","gene with protein product"
"e:8491","h:6865","","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3","gene with protein product"
"e:285440","h:23198","Q6ZWL3","CYP4V2","cytochrome P450 family 4 subfamily V member 2","gene with protein product"
"e:8896","h:29629","F8WCN7","BUD31","BUD31 homolog","gene with protein product"
"e:1822","h:3033","P54259","ATN1","atrophin 1","gene with protein product"
"e:9649","h:16851","Q5JS13,Q5JT61,E9PBQ5,B4DR86","RALGPS1","Ral GEF with PH domain and SH3 binding motif 1","gene with protein product"
"e:284697","h:21019","Q5XKL5","BTBD8","BTB domain containing 8","gene with protein product"
"e:26240","h:18789","Q9Y247","FAM50B","family with sequence similarity 50 member B","gene with protein product"
"e:57584","h:23725","","ARHGAP21","Rho GTPase activating protein 21","gene with protein product"
"e:284371","h:27611","Q6ZN19","ZNF841","zinc finger protein 841","gene with protein product"
"e:284565","h:28791","","NBPF15","neuroblastoma breakpoint family member 15","gene with protein product"
"e:10520","h:13003","B9ZVW1","ZNF211","zinc finger protein 211","gene with protein product"
"e:79744","h:20648","Q96HQ0,E9PFX9,E5RGL3,E5RHW2,E5RHS2,E5RI89","ZNF419","zinc finger protein 419","gene with protein product"
"e:91523","h:28255","","PCED1B","PC-esterase domain containing 1B","gene with protein product"
"e:4904","h:8014","P67809","YBX1","Y-box binding protein 1","gene with protein product"
"","h:42589","","RNA5SP21","RNA, 5S ribosomal pseudogene 21","pseudogene"
"e:100506826","h:42440","","MYLK-AS1","MYLK antisense RNA 1","RNA, long non-coding"
"e:84140","h:25808","Q3B820","FAM161A","family with sequence similarity 161 member A","gene with protein product"
"e:4726","h:7713","O75380,D6RBT3","NDUFS6","NADH:ubiquinone oxidoreductase subunit S6","gene with protein product"
"e:55892","h:14955","Q9NPC7,B2R6C9","MYNN","myoneurin","gene with protein product"
"e:7410","h:12658","F8WEQ4,P52735","VAV2","vav guanine nucleotide exchange factor 2","gene with protein product"
"e:10016","h:8765","O75340,Q53FC3,Q86W51,Q2YDC2","PDCD6","programmed cell death 6","gene with protein product"
"e:132","h:257","B7Z800","ADK","adenosine kinase","gene with protein product"
"e:5796","h:9674","F5GXI4,F5GWP2,Q15262,Q59EZ1","PTPRK","protein tyrosine phosphatase, receptor type K","gene with protein product"
"e:53344","h:1934","","CHIC1","cysteine rich hydrophobic domain 1","gene with protein product"
"e:7259","h:12382","B4DN10","TSPYL1","TSPY like 1","gene with protein product"
"","h:21241","","HCG4","HLA complex group 4 (non-protein coding)","RNA, long non-coding"
"e:5796","h:9674","E9PGC5,Q5TG12,Q6P493,E9PRW2,E9PMV4","PTPRK","protein tyrosine phosphatase, receptor type K","gene with protein product"
"e:54554","h:17826","Q86VZ2","WDR5B","WD repeat domain 5B","gene with protein product"
"e:25793","h:13586","F8WDR9","FBXO7","F-box protein 7","gene with protein product"
"e:3420","h:5385","E9PGU4,O43837","IDH3B","isocitrate dehydrogenase 3 (NAD(+)) beta","gene with protein product"
"e:11278","h:6346","Q9Y4X4","KLF12","Kruppel like factor 12","gene with protein product"
"e:11338","h:23156","P26368","U2AF2","U2 small nuclear RNA auxiliary factor 2","gene with protein product"
"e:51596","h:21101","C9IZG4","CUTA","cutA divalent cation tolerance homolog","gene with protein product"
"e:54726","h:24949","G3V0I6","OTUD4","OTU deubiquitinase 4","gene with protein product"
"e:80854","h:30412","Q8WTS6","SETD7","SET domain containing lysine methyltransferase 7","gene with protein product"
"e:5774","h:9655","P26045,B7Z9V1,Q8N4S3","PTPN3","protein tyrosine phosphatase, non-receptor type 3","gene with protein product"
"e:374899","h:34032","Q3KNS6","ZNF829","zinc finger protein 829","gene with protein product"
"e:29922","h:20461","E9PNU1","NME7","NME/NM23 family member 7","gene with protein product"
"e:11068","h:30253","","CYB561D2","cytochrome b561 family member D2","gene with protein product"
"e:8446","h:3066","C9JGC8","DUSP11","dual specificity phosphatase 11","gene with protein product"
"e:339210","h:27900","Q0P5P2","C17orf67","chromosome 17 open reading frame 67","gene with protein product"
"e:375248,e:400986","h:24079,h:32946","E9PC19","ANKRD36","ankyrin repeat domain 36","gene with protein product"
"e:10505","h:10734","F8WCP8,O95754","SEMA4F","ssemaphorin 4F","gene with protein product"
"e:55054","h:21498","F8WAF9,C9JAY7,C9JK97","ATG16L1","autophagy related 16 like 1","gene with protein product"
"e:8573","h:1497","Q5JS74,O14936","CASK","calcium/calmodulin dependent serine protein kinase","gene with protein product"
"e:100293516,e:84914","h:30955","F8W6R8,E7EP41","ZNF587","zinc finger protein 587","gene with protein product"
"e:57650","h:29302","Q8TCG1","KIAA1524","KIAA1524","gene with protein product"
"e:54847","h:25967","","SIDT1","SID1 transmembrane family member 1","gene with protein product"
"e:29780","h:14653","Q9HBI1,B0QYP6","PARVB","parvin beta","gene with protein product"
"e:402,e:29907,e:100528018","h:693,h:14978","P36404,Q9NRS6,G3V184,Q53YD8","ARL2","ADP ribosylation factor like GTPase 2","gene with protein product"
"e:3480","h:5465","P08069","IGF1R","insulin like growth factor 1 receptor","gene with protein product"
"e:27107","h:16740","O95625,Q59H97","ZBTB11","zinc finger and BTB domain containing 11","gene with protein product"
"e:80755","h:28417","C9JY27","AARSD1","alanyl-tRNA synthetase domain containing 1","gene with protein product"
"e:14","h:18","","AAMP","angio associated migratory cell protein","gene with protein product"
"e:1397","h:2361","","CRIP2","cysteine rich protein 2","gene with protein product"
"e:57185","h:25233","","NIPAL3","NIPA like domain containing 3","gene with protein product"
"e:124739","h:20072","Q70EL4","USP43","ubiquitin specific peptidase 43","gene with protein product"
"e:65983","h:24911","Q96HH9,E9PD09","GRAMD3","GRAM domain containing 3","gene with protein product"
"e:9184","h:1151","O43684","BUB3","BUB3, mitotic checkpoint protein","gene with protein product"
"e:1106","h:1917","","CHD2","chromodomain helicase DNA binding protein 2","gene with protein product"
"e:347902","h:24073","Q86SJ2","AMIGO2","adhesion molecule with Ig like domain 2","gene with protein product"
"e:10401","h:16861","Q9Y6X2,B3KNI3","PIAS3","protein inhibitor of activated STAT 3","gene with protein product"
"e:23641","h:6548","","LDOC1","leucine zipper down-regulated in cancer 1","gene with protein product"
"e:66008","h:13206","O60296","TRAK2","trafficking kinesin protein 2","gene with protein product"
"e:9373","h:9043","Q9Y263","PLAA","phospholipase A2 activating protein","gene with protein product"
"e:6888","h:11559","E9PM01,F2Z393,E9PKI8,P37837","TALDO1","transaldolase 1","gene with protein product"
"e:100287515,e:7574","h:13053","F5GZ77","ZNF26","zinc finger protein 26","gene with protein product"
"e:3303,e:3304","h:5232,h:5233","P08107,A8K5I0","HSPA1A","heat shock protein family A (Hsp70) member 1A","gene with protein product"
"e:26115","h:30212","Q9HCD6","TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2","gene with protein product"
"e:9361","h:9479","B3KXS5,P36776","LONP1","lon peptidase 1, mitochondrial","gene with protein product"
"e:400818","h:31990,h:31991","","NBPF8","neuroblastoma breakpoint family member 8","gene with protein product"
"e:29015","h:17466","Q8NBI5,E9PPE4,E9PKW3,E9PSH9,E9PJL1,E9PJT6,E9PJL3,E7EQD2","SLC43A3","solute carrier family 43 member 3","gene with protein product"
"e:23550","h:19096","","PSD4","pleckstrin and Sec7 domain containing 4","gene with protein product"
"e:64410","h:25732","","KLHL25","kelch like family member 25","gene with protein product"
"e:6483","h:10863","Q16842,B3KXG9","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2","gene with protein product"
"e:100532736,e:4681","h:7650","A3KFI4","NBL1","neuroblastoma 1, DAN family BMP antagonist","gene with protein product"
"e:1606","h:2849","P23743,C9JM35,G3V327,G3V4I3","DGKA","diacylglycerol kinase alpha","gene with protein product"
"e:7424","h:12682","P49767","VEGFC","vascular endothelial growth factor C","gene with protein product"
"e:6711","h:11275","Q01082","SPTBN1","spectrin beta, non-erythrocytic 1","gene with protein product"
"e:56265","h:15771","Q96SM3,Q8N2F1","CPXM1","carboxypeptidase X, M14 family member 1","gene with protein product"
"e:5226","h:8891","P52209,F5H7U0,F5H0L3","PGD","phosphogluconate dehydrogenase","gene with protein product"
"e:7371","h:12562","","UCK2","uridine-cytidine kinase 2","gene with protein product"
"e:27069","h:17281","Q5VT94","GHITM","growth hormone inducible transmembrane protein","gene with protein product"
"e:221393","h:19011","Q8IZF3","ADGRF4","adhesion G protein-coupled receptor F4","gene with protein product"
"e:257068","h:26462","Q0VAA5","PLCXD2","phosphatidylinositol specific phospholipase C X domain containing 2","gene with protein product"
"e:9131","h:8768","E9PMQ8","AIFM1","apoptosis inducing factor mitochondria associated 1","gene with protein product"
"e:2030","h:11003","Q99808","SLC29A1","solute carrier family 29 member 1 (Augustine blood group)","gene with protein product"
"e:122525","h:19834","Q4W4Y0","C14orf28","chromosome 14 open reading frame 28","gene with protein product"
"e:8526","h:2852","P52429,A1L4Q0","DGKE","diacylglycerol kinase epsilon","gene with protein product"
"e:10469","h:17316","","TIMM44","translocase of inner mitochondrial membrane 44","gene with protein product"
"e:506","h:830","F8VQY0","ATP5B","ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide","gene with protein product"
"e:197342","h:27289","A4GXA9","EME2","essential meiotic structure-specific endonuclease subunit 2","gene with protein product"
"e:3673","h:6137","P17301","ITGA2","integrin subunit alpha 2","gene with protein product"
"e:84236","h:23081","C9K011,C9J4C7,C9JQK8","RHBDD1","rhomboid domain containing 1","gene with protein product"
"e:29940","h:21144","Q9UL01","DSE","dermatan sulfate epimerase","gene with protein product"
"e:5859","h:9751","","QARS","glutaminyl-tRNA synthetase","gene with protein product"
"e:5565","h:9379","O43741","PRKAB2","protein kinase AMP-activated non-catalytic subunit beta 2","gene with protein product"
"","h:26959","","WDR97","WD repeat domain 97","gene with protein product"
"e:7220","h:12333","P48995","TRPC1","transient receptor potential cation channel subfamily C member 1","gene with protein product"
"e:10905","h:6822","O60476,A6NLR2","MAN1A2","mannosidase alpha class 1A member 2","gene with protein product"
"e:22884","h:31406","Q9Y2I8","WDR37","WD repeat domain 37","gene with protein product"
"e:137209","h:26758","Q7Z3I7","ZNF572","zinc finger protein 572","gene with protein product"
"e:79161","h:21707","","TMEM243","transmembrane protein 243","gene with protein product"
"e:3480","h:5465","","IGF1R","insulin like growth factor 1 receptor","gene with protein product"
"e:401207","h:40051","A6NC05,G3V557","C5orf63","chromosome 5 open reading frame 63","gene with protein product"
"e:727910","h:33522","A6NGC4","TLCD2","TLC domain containing 2","gene with protein product"
"e:8502","h:9026","E7EST6,F8W7E2,Q99569","PKP4","plakophilin 4","gene with protein product"
"e:4140","h:6897","Q86TT8","MARK3","microtubule affinity regulating kinase 3","gene with protein product"
"e:83452","h:16075","Q9H082","RAB33B","RAB33B, member RAS oncogene family","gene with protein product"
"e:342909","h:13078","Q2VY69","ZNF284","zinc finger protein 284","gene with protein product"
"e:29940","h:21144","","DSE","dermatan sulfate epimerase","gene with protein product"
"e:54927","h:21906","Q9NX63,F8WAR4,F8WD73,A4D1N4","CHCHD3","coiled-coil-helix-coiled-coil-helix domain containing 3","gene with protein product"
"e:10806","h:10671","","SDCCAG8","serologically defined colon cancer antigen 8","gene with protein product"
"e:554202","h:37187","","MIR31HG","MIR31 host gene","RNA, long non-coding"
"e:3052","h:4837","P53701","HCCS","holocytochrome c synthase","gene with protein product"
"e:55007","h:1313","B0QY28","FAM118A","family with sequence similarity 118 member A","gene with protein product"
"e:440400","h:33911","","RNASEK","ribonuclease K","gene with protein product"
"e:56937","h:14107","Q8NER4,Q5JY37,Q969W9","PMEPA1","prostate transmembrane protein, androgen induced 1","gene with protein product"
"e:29780","h:14653","B0QYP6","PARVB","parvin beta","gene with protein product"
"e:284615","h:27639","Q69YU3","ANKRD34A","ankyrin repeat domain 34A","gene with protein product"
"e:8544","h:30048","","PIR","pirin","gene with protein product"
"e:1739","h:2900","Q12959","DLG1","discs large MAGUK scaffold protein 1","gene with protein product"
"e:64837","h:20716","Q9H0B6,A8MXL7","KLC2","kinesin light chain 2","gene with protein product"
"e:3667","h:6125","P35568","IRS1","insulin receptor substrate 1","gene with protein product"
"e:55832","h:30688","Q86VP6","CAND1","cullin associated and neddylation dissociated 1","gene with protein product"
"","h:37188","","MIR181A2HG","MIR181A2 host gene","RNA, long non-coding"
"e:8394","h:8994","Q99755,A6PW57,A6PW56","PIP5K1A","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha","gene with protein product"
"e:23126","h:18801","Q7Z3K3","POGZ","pogo transposable element with ZNF domain","gene with protein product"
"e:23093","h:19963","","TTLL5","tubulin tyrosine ligase like 5","gene with protein product"
"e:55659","h:20645","Q9BWM5,A6NI23,C9JF52","ZNF416","zinc finger protein 416","gene with protein product"
"e:23265","h:23214","Q9UPT5,F8W6Q7,B5MCY9,F5H1P1,Q63HP7","EXOC7","exocyst complex component 7","gene with protein product"
"e:8452","h:2553","","CUL3","cullin 3","gene with protein product"
"e:57513","h:18200","Q8WXE0","CASKIN2","CASK interacting protein 2","gene with protein product"
"e:51375","h:14971","E9PNL2,Q9UNH6,B4DP69","SNX7","sorting nexin 7","gene with protein product"
"e:5352","h:9082","F8WEW3,E7ETU9","PLOD2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","gene with protein product"
"e:10962","h:16997","","MLLT11","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11","gene with protein product"
"e:57520","h:29853","C9JPI9","HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2","gene with protein product"
"e:3667","h:6125","","IRS1","insulin receptor substrate 1","gene with protein product"
"e:121340","h:17321","Q8TDD2","SP7","Sp7 transcription factor","gene with protein product"
"e:23641","h:6548","O95751","LDOC1","leucine zipper down-regulated in cancer 1","gene with protein product"
"e:6713","h:11279","E5RJH9","SQLE","squalene epoxidase","gene with protein product"
"e:157378","h:25203","Q6PI78","TMEM65","transmembrane protein 65","gene with protein product"
"e:631","h:1040","F5H0G1","BFSP1","beaded filament structural protein 1","gene with protein product"
"e:7227","h:12340","","TRPS1","transcriptional repressor GATA binding 1","gene with protein product"
"e:56929","h:16933","Q96JP0","FEM1C","fem-1 homolog C","gene with protein product"
"e:7503","h:12810","","XIST","X inactive specific transcript (non-protein coding)","RNA, long non-coding"
"e:2633","h:4182","P32455","GBP1","guanylate binding protein 1","gene with protein product"
"e:1404","h:2380","P10915","HAPLN1","hyaluronan and proteoglycan link protein 1","gene with protein product"
"e:55093","h:25490","E9PRB7,E5RHC2","WDYHV1","WDYHV motif containing 1","gene with protein product"
"e:83990","h:20473","Q9BX63","BRIP1","BRCA1 interacting protein C-terminal helicase 1","gene with protein product"
"e:6713","h:11279","Q14534,E7EVQ6","SQLE","squalene epoxidase","gene with protein product"
"e:51321","h:28041","","AMZ2","archaelysin family metallopeptidase 2","gene with protein product"
"e:51016","h:20273","","EMC9","ER membrane protein complex subunit 9","gene with protein product"
"e:51205","h:29609","Q9NPH0","ACP6","acid phosphatase 6, lysophosphatidic","gene with protein product"
"e:58496","h:13931","Q8NDX9","LY6G5B","lymphocyte antigen 6 complex, locus G5B","gene with protein product"
"e:7789","h:13198","P98168","ZXDA","zinc finger, X-linked, duplicated A","gene with protein product"
"e:29956","h:14076","Q5SZE4","CERS2","ceramide synthase 2","gene with protein product"
"e:91298","h:25322","","C12orf29","chromosome 12 open reading frame 29","gene with protein product"
"e:121340","h:17321","","SP7","Sp7 transcription factor","gene with protein product"
"e:84962","h:20250","Q96IF1","AJUBA","ajuba LIM protein","gene with protein product"
"e:1833","h:3053","Q99645,F8VSI4","EPYC","epiphycan","gene with protein product"
"e:23139","h:19035","Q6P0Q8,E7ERL6,E7EWL1","MAST2","microtubule associated serine/threonine kinase 2","gene with protein product"
"e:23623","h:17153","","RUSC1","RUN and SH3 domain containing 1","gene with protein product"
"e:9400","h:9950","","RECQL5","RecQ like helicase 5","gene with protein product"
"e:4591","h:7523","F8WEE6","TRIM37","tripartite motif containing 37","gene with protein product"
"e:26009","h:24523","C9J283","ZZZ3","zinc finger ZZ-type containing 3","gene with protein product"
"e:3918","h:6493","","LAMC2","laminin subunit gamma 2","gene with protein product"
"e:55224","h:25575","Q9NVF9","ETNK2","ethanolamine kinase 2","gene with protein product"
"e:51075","h:30739,h:41992","Q9Y320,E9PLR1,G3V155,E9PRL5,E9PSF0","TMX2","thioredoxin related transmembrane protein 2","gene with protein product"
"e:3426","h:5394","P05156,A8K3L0","CFI","complement factor I","gene with protein product"
"e:55346","h:25655","","TCP11L1","t-complex 11 like 1","gene with protein product"
"e:123355","h:28355","B4DHL3,B4DEX4,Q86X40,Q8NB41","LRRC28","leucine rich repeat containing 28","gene with protein product"
"e:9955","h:5196","Q9Y663","HS3ST3A1","heparan sulfate-glucosamine 3-sulfotransferase 3A1","gene with protein product"
"e:79673","h:14209","Q86UD4","ZNF329","zinc finger protein 329","gene with protein product"
"e:4904","h:8014","","YBX1","Y-box binding protein 1","gene with protein product"
"e:255758","h:28482","E7ER86,Q8WW35","TCTEX1D2","Tctex1 domain containing 2","gene with protein product"
"e:83888","h:29451","Q9BYJ0","FGFBP2","fibroblast growth factor binding protein 2","gene with protein product"
"e:6710","h:11274","","SPTB","spectrin beta, erythrocytic","gene with protein product"
"e:29761","h:12624","","USP25","ubiquitin specific peptidase 25","gene with protein product"
"e:55227","h:14307","Q9BTT6","LRRC1","leucine rich repeat containing 1","gene with protein product"
"e:56957","h:16683","F5H4P2,Q6GQQ9","OTUD7B","OTU deubiquitinase 7B","gene with protein product"
"e:58500,e:28991","h:13044,h:17902","P15622,Q3B7J8,D3DWP1,E9PQX5,E9PKP2,E9PPG5,F6RA56,E9PL28,B3KNS9,Q59HE9","ZNF250","zinc finger protein 250","gene with protein product"
"e:728568","h:34450","","C12orf73","chromosome 12 open reading frame 73","gene with protein product"
"e:54206","h:18185","","ERRFI1","ERBB receptor feedback inhibitor 1","gene with protein product"
"e:51068","h:24250","Q96D46,C9J0B9,C9JA08","NMD3","NMD3 ribosome export adaptor","gene with protein product"
"e:55758","h:25594","Q9P2K3","RCOR3","REST corepressor 3","gene with protein product"
"e:84988","h:14941","","PPP1R16A","protein phosphatase 1 regulatory subunit 16A","gene with protein product"
"e:8888","h:6946","O60318","MCM3AP","minichromosome maintenance complex component 3 associated protein","gene with protein product"
"e:64901","h:14428","Q546R4,Q9H2T7","RANBP17","RAN binding protein 17","gene with protein product"
"e:494118","h:33174","Q5VSR9","SPANXN1","SPANX family member N1","gene with protein product"
"e:253461","h:26636","","ZBTB38","zinc finger and BTB domain containing 38","gene with protein product"
"e:64770","h:25766","","CCDC14","coiled-coil domain containing 14","gene with protein product"
"e:26353","h:30171","Q9UJY1","HSPB8","heat shock protein family B (small) member 8","gene with protein product"
"e:5298","h:8984","","PI4KB","phosphatidylinositol 4-kinase beta","gene with protein product"
"e:29954","h:19743","Q9UKY4","POMT2","protein O-mannosyltransferase 2","gene with protein product"
"e:51421","h:17812","Q9Y2J4","AMOTL2","angiomotin like 2","gene with protein product"
"e:100505385,e:29970","h:15678,h:38842","C9J615","SCHIP1","schwannomin interacting protein 1","gene with protein product"
"e:81887","h:25726","B3KNR6","LAS1L","LAS1 like, ribosome biogenesis factor","gene with protein product"
"e:51319","h:24152","","RSRC1","arginine and serine rich coiled-coil 1","gene with protein product"
"e:10397","h:7679","","NDRG1","N-myc downstream regulated 1","gene with protein product"
"e:7227","h:12340","Q9UHF7","TRPS1","transcriptional repressor GATA binding 1","gene with protein product"
"e:23233","h:17085","F8W6R7","EXOC6B","exocyst complex component 6B","gene with protein product"
"e:5744","h:9607","","PTHLH","parathyroid hormone like hormone","gene with protein product"
"e:83548","h:18619","Q96JB2","COG3","component of oligomeric golgi complex 3","gene with protein product"
"e:388567","h:32783","O43361","ZNF749","zinc finger protein 749","gene with protein product"
"e:202915","h:28797","C9JKG9","TMEM184A","transmembrane protein 184A","gene with protein product"
"e:78992","h:28476","","YIPF2","Yip1 domain family member 2","gene with protein product"
"e:55757","h:15664","Q8N5K0,Q05D90,Q9NYU1","UGGT2","UDP-glucose glycoprotein glucosyltransferase 2","gene with protein product"
"e:163183","h:26703","Q8N205,D6RAE3","SYNE4","spectrin repeat containing nuclear envelope family member 4","gene with protein product"
"e:123688","h:34403","A2RU49,F8W6X5","HYKK","hydroxylysine kinase","gene with protein product"
"e:10207","h:28881","F8W8B3,F8W8T2,Q8NI35,E7EMF0","PATJ","PATJ, crumbs cell polarity complex component","gene with protein product"
"e:245","h:432","","ALOX12P2","arachidonate 12-lipoxygenase pseudogene 2","pseudogene"
"e:2625","h:4172","P23771","GATA3","GATA binding protein 3","gene with protein product"
"e:79724","h:26273","B7Z2Y7","ZNF768","zinc finger protein 768","gene with protein product"
"e:283152","h:27446","Q494R4","CCDC153","coiled-coil domain containing 153","gene with protein product"
"e:112840","h:20489","Q96FK6","WDR89","WD repeat domain 89","gene with protein product"
"e:7621","h:13140","Q9UC06","ZNF70","zinc finger protein 70","gene with protein product"
"e:9080","h:2051","O95484","CLDN9","claudin 9","gene with protein product"
"e:85406","h:24581","F8VYY5","DNAJC14","DnaJ heat shock protein family (Hsp40) member C14","gene with protein product"
"e:6744","h:11319","","SSFA2","sperm specific antigen 2","gene with protein product"
"e:10557","h:30329","P78345","RPP38","ribonuclease P/MRP subunit p38","gene with protein product"
"e:56954","h:29878","F8WF58","NIT2","nitrilase family member 2","gene with protein product"
"e:79634","h:30382","C9JNS3","SCRN3","secernin 3","gene with protein product"
"e:55665,e:100534592","h:30890","Q8TCY9","URGCP","upregulator of cell proliferation","gene with protein product"
"e:161291","h:27254","","TMEM30B","transmembrane protein 30B","gene with protein product"
"e:149466","h:28755","Q8IVY1","C1orf210","chromosome 1 open reading frame 210","gene with protein product"
"e:3169","h:5021","P55317","FOXA1","forkhead box A1","gene with protein product"
"e:7360","h:12527","F8WC70","UGP2","UDP-glucose pyrophosphorylase 2","gene with protein product"
"e:22807","h:13177","E7EPU0","IKZF2","IKAROS family zinc finger 2","gene with protein product"
"e:1534","h:2571","B7Z775","CYB561","cytochrome b561","gene with protein product"
"e:22852","h:29186","Q9UPS8","ANKRD26","ankyrin repeat domain 26","gene with protein product"
"e:57127","h:14572","","RHBG","Rh family B glycoprotein (gene/pseudogene)","gene with protein product"
"e:54956","h:26040","","PARP16","poly(ADP-ribose) polymerase family member 16","gene with protein product"
"e:29911","h:19885","Q96ED9","HOOK2","hook microtubule tethering protein 2","gene with protein product"
"e:79674","h:25735","Q14D04","VEPH1","ventricular zone expressed PH domain containing 1","gene with protein product"
"e:153562","h:26401","D6RAH8","MARVELD2","MARVEL domain containing 2","gene with protein product"
"e:165679","h:24045","Q8NFR3","SPTSSB","serine palmitoyltransferase small subunit B","gene with protein product"
"e:10263","h:30833","","CDK2AP2","cyclin dependent kinase 2 associated protein 2","gene with protein product"
"e:22941","h:14295","C9JFP8","SHANK2","SH3 and multiple ankyrin repeat domains 2","gene with protein product"
"e:5029","h:8541","P41231","P2RY2","purinergic receptor P2Y2","gene with protein product"
"e:50848,e:100131187","h:14685,h:35410","Q9Y624,B7Z5W1,Q8NFU3","F11R","F11 receptor","gene with protein product"
